Filename,Codec,Param,Ratio,Comp_Time,Decomp_Time,Vol_RRMSE,Vol_PSNR,Vol_SSIM,Vol_LPIPS,RSOS_RRMSE,RSOS_PSNR,RSOS_SSIM,RSOS_LPIPS
fs_0057_1_5T.h5,h265,42,1233.844181988509,257.4066836833954,120.66256523132324,0.26616819264752334,47.90294122605097,0.9591593603860764,0.005652010871895722,0.19749128481321238,38.22052281697591,0.8740082041422526,0.00482458824912707
fs_0057_1_5T.h5,h265,48,1276.771957828874,252.62219715118408,114.49903440475464,0.3612158165742006,45.7568961370559,0.9501847526005336,0.006728236274350257,0.28274738576206465,35.102354532877605,0.8857070231437683,0.007297929724057515
fs_0056_1_5T.h5,jpeg,20,127.03986277927147,20.73050284385681,9.68047308921814,0.2294732287629006,44.93641898482318,0.9481678708739902,0.005761794765043446,0.15880188768124892,38.19979112044625,0.9293292855870896,0.004544653106426847
fs_0056_1_5T.h5,jpeg,35,94.50306138214457,20.608940839767456,9.672541856765747,0.18292080026863955,46.65262942843967,0.9682606355003689,0.004561094095894464,0.12293537689872035,40.42237704733144,0.9612405326055444,0.0032664794150901876
fs_0056_1_5T.h5,jpeg,50,75.6127917361294,20.584826946258545,9.496792078018188,0.1599574269711784,47.66382486463169,0.9749877020932626,0.003842776176713155,0.10660900607180378,41.660027877144195,0.9609735037969507,0.0025774817103924957
fs_0056_1_5T.h5,jpeg,65,58.67970732468451,20.73378276824951,9.693500995635986,0.1413823027832598,48.644591861300995,0.9790126874251066,0.003164865498898938,0.09092762566521588,43.04185590882232,0.9675360399743785,0.0019881381801720977
fs_0056_1_5T.h5,jpeg,80,38.832340651331194,20.692236185073853,9.845818996429443,0.1162098416753506,50.246895020710674,0.9852671620350529,0.0022371123572429057,0.06869844519133536,45.4766845703125,0.9777384840923807,0.001219163176374159
fs_0056_1_5T.h5,jpeg2000,20,41.46913014047502,133.30399203300476,26.711836338043213,0.07957974953251719,52.88284091673036,0.9819774227441797,0.0017745619890581512,0.042803028102607645,49.5839085786239,0.9485059544660043,0.0003776092392702897
fs_0056_1_5T.h5,jpeg2000,35,72.33412693231583,132.7644121646881,23.848190784454346,0.10140795146227678,50.81254726907481,0.9690000748864694,0.0031727543100714684,0.061199644509076556,46.478405109350234,0.9125492261803668,0.0009075050255742626
fs_0056_1_5T.h5,jpeg2000,50,102.40132748277885,132.3700671195984,22.876529932022095,0.11829022016228274,49.54588638526806,0.9623103438368166,0.0040783339600722135,0.0747732320589697,44.73848801764889,0.8967779676119486,0.0015293329117306764
fs_0056_1_5T.h5,jpeg2000,65,132.13911173513327,132.15236854553223,21.901615142822266,0.1344660505219267,48.521830277742396,0.957989101536608,0.004770283343198435,0.0877724744178996,43.34626383021258,0.8896156307579814,0.0021932771348434944
fs_0056_1_5T.h5,jpeg2000,80,161.81578893704597,132.242342710495,22.021973371505737,0.15101607126228417,47.61515629349123,0.9545302825849413,0.005368942644555068,0.10114520895948696,42.11462148030599,0.8866889312647391,0.0029077967493862347
fs_0056_1_5T.h5,h264,23,68.53943550901705,147.60926508903503,98.2513439655304,0.10105532994398234,51.30150090093198,0.9760626675426096,0.002064575059598105,0.0518687796104673,47.931886811187304,0.9639580992684849,0.000606888453003721
fs_0056_1_5T.h5,h264,29,347.3256748480407,143.17689847946167,91.77645611763,0.13519096532779828,48.54590617746547,0.9600571679032367,0.0037905719993941954,0.08582688478514663,43.54664224818133,0.9092933734258016,0.0017072151860465174
fs_0056_1_5T.h5,h264,36,1254.1406291791686,141.39324688911438,89.4203233718872,0.18503317665044003,46.03052476523579,0.9511178320156779,0.005508505937233927,0.127051334508193,40.136457083881766,0.9090554325476937,0.0037280818636434665
fs_0056_1_5T.h5,h264,42,1495.1807464664919,141.63508129119873,86.26296925544739,0.2501831218654122,43.75719816788383,0.9423525874741412,0.006837352687393985,0.18061415825354252,37.081185437630914,0.9163840326710023,0.005749038488104724
fs_0056_1_5T.h5,h264,48,1602.3716268431251,141.5415608882904,85.09894132614136,0.35200175647207,41.16309710516446,0.9077328184376592,0.00817533246587944,0.26705917650015804,33.6838940606601,0.8466431152993354,0.008107424430225206
fs_0056_1_5T.h5,h265,23,79.8379049618774,220.88384795188904,111.09692740440369,0.09928231663393028,51.34477062501769,0.9756414282725053,0.0021739894209839043,0.05508687390158763,47.401096730992414,0.9512318804644156,0.0007137345770994822
fs_0056_1_5T.h5,h265,29,272.3434835370225,192.19415926933289,101.96862196922302,0.12958762863977996,48.93169609475251,0.9624147780851465,0.003506100128049364,0.08228385690370664,43.911933677783914,0.9080817129300989,0.001602315708346989
fs_0056_1_5T.h5,h265,36,762.342073369003,179.19673228263855,95.13633441925049,0.17739295223638363,46.37894043484748,0.9501891461547446,0.005205506947035519,0.12099708305230891,40.56210349262624,0.8854422232379084,0.0033303795355385628
fs_0056_1_5T.h5,h265,42,858.6505918996892,177.9076828956604,90.74621939659119,0.23895004389353855,44.07514310459008,0.9399424762541545,0.0066761245775589905,0.16976012950195696,37.62123024981955,0.892669885918714,0.005389592353848444
fs_0056_1_5T.h5,h265,48,888.5961273994864,179.20978808403015,89.61808705329895,0.3354675813993952,41.44930541918473,0.9214713043636746,0.008137576783678813,0.2523577316228757,34.175939145295516,0.8821713207424551,0.008099945181089899
fs_0060_1_5T.h5,jpeg,20,143.5660361903771,24.615771770477295,11.79845666885376,0.26056757877327474,48.429794588326864,0.9600205489026716,0.0049641905859315475,0.18178826043829951,36.01817812238421,0.9047637941345336,0.006245065184812697
fs_0060_1_5T.h5,jpeg,35,100.27923380123215,24.49954843521118,11.776343584060669,0.20814462621458316,50.014445592486666,0.9767115026915154,0.004043691577769968,0.14181997992295833,38.17415188986158,0.9439477040654137,0.004761847179560434
fs_0060_1_5T.h5,jpeg,50,77.29048671621155,24.330713510513306,11.910434246063232,0.18461681847163974,50.89030582834533,0.9820170525520567,0.003460187689863703,0.12624102900361386,39.184688689216735,0.9434068950395735,0.003933746722482499
fs_0060_1_5T.h5,jpeg,65,57.97376108467267,24.763427019119263,12.05010437965393,0.16713780336910586,51.71811050622642,0.9841602925810955,0.0028788217094192566,0.10950303259029513,40.42005169580853,0.9501542089477418,0.0031578833207724587
fs_0060_1_5T.h5,jpeg,80,37.142774364059726,25.274832248687744,12.596919536590576,0.14116183555185985,53.20837483654758,0.988688304581069,0.002060800346639852,0.08292106482775963,42.83537189544193,0.9673554868925185,0.0020469619286438774
fs_0060_1_5T.h5,jpeg2000,20,41.04953058729707,195.77518773078918,33.60467576980591,0.10093782377576513,55.20609866464489,0.9901208036881185,0.0011603016899412925,0.04821426826980848,47.54469953264509,0.944388210773468,0.0005710067316180183
fs_0060_1_5T.h5,jpeg2000,35,72.12069970258338,192.2895233631134,29.723224401474,0.12564239698581028,53.329131093965906,0.9797090293328508,0.0023287460910126805,0.07371391499219992,43.85722405569894,0.8872398516488453,0.0010650624181070024
fs_0060_1_5T.h5,jpeg2000,50,102.52029103290499,191.8875036239624,27.807693243026733,0.13980017717858131,52.42890308233075,0.9732323732235535,0.0031201279734825197,0.08840341659167217,42.2788219754658,0.8510657388066488,0.0015861976536966505
fs_0060_1_5T.h5,jpeg2000,65,132.48876105388095,192.18312978744507,26.79548478126526,0.1505150480809843,51.821565909180244,0.9693079584039528,0.0036610825960851716,0.09891144665593139,41.303257957337394,0.8291059382378109,0.002141017969402056
fs_0060_1_5T.h5,jpeg2000,80,162.5706460749074,192.55540347099304,26.323208808898926,0.1601417110736932,51.32375167016269,0.9665798743565878,0.004078410699955123,0.10767028369550327,40.5662851484995,0.8153949919201079,0.002709719130680675
fs_0060_1_5T.h5,h264,23,51.31402472642616,198.93385481834412,126.47860789299011,0.13232616410289413,54.21389854413852,0.9798767205809249,0.0019144805325704676,0.06562497093294742,44.86995067293682,0.9530555113913521,0.0009894408950848238
fs_0060_1_5T.h5,h264,29,215.33284368680197,191.1716549396515,115.85840106010437,0.17071959331370914,51.18669311800241,0.9680544650203247,0.0033755032530438807,0.10948797834630192,40.42224551004077,0.8674645660415529,0.0025406316041000306
fs_0060_1_5T.h5,h264,36,1723.4125227976824,186.95545077323914,106.51797223091125,0.21798204043869307,49.04958299390313,0.9614040827264592,0.005026558981131331,0.15641745150209826,37.32355378166078,0.8527929082749381,0.005100267037512764
fs_0060_1_5T.h5,h264,42,2031.3122661004736,189.80064868927002,102.87243390083313,0.27740286483597587,47.426270335709965,0.9588581918318526,0.0059649623791072645,0.20587929947576636,34.93724695841471,0.888636829361083,0.007030450635486179
fs_0060_1_5T.h5,h264,48,2156.0637636421357,188.62546467781067,99.56621241569519,0.38025532211534124,45.35454101735502,0.9387235592822639,0.006809186821807674,0.29622175795052513,31.776757104056223,0.8274209792651828,0.00922597140546829
fs_0060_1_5T.h5,h265,23,58.714987373992614,293.91792345046997,139.22687220573425,0.13124323379650382,53.9119503081791,0.9799913230126136,0.0020394973269961523,0.07299098665090496,43.95124532306005,0.9309778970385355,0.0012616718424454567
fs_0060_1_5T.h5,h265,29,182.707208716683,260.1048858165741,130.0583267211914,0.16475297973284914,51.48952314588759,0.9697795938742675,0.003190817989043621,0.10575941675954426,40.726535494365386,0.8629725679518685,0.002459762085761343
fs_0060_1_5T.h5,h265,36,885.724083192805,232.51266765594482,117.38252067565918,0.2109034871133228,49.36920742112763,0.9603415968196463,0.0047078720904261614,0.1495959551081472,37.713030799986825,0.8135556029894996,0.004626375519567066
fs_0060_1_5T.h5,h265,42,1084.3671645992024,228.19786071777344,111.24599719047546,0.26621403799473,47.68267432145791,0.9553706006668593,0.005791976627663555,0.19513011713288464,35.40509644765702,0.8430409100320604,0.006672683275408215
fs_0060_1_5T.h5,h265,48,1119.85696675509,226.82797360420227,104.16327166557312,0.3560774533163426,45.628065770986126,0.9467477782242963,0.006724698091022958,0.27563026068011903,32.403480287582155,0.8568451669481065,0.008887615113977402
fs_0068_1_5T.h5,jpeg,20,137.2789813487693,38.064627170562744,15.015201568603516,0.2668690929078817,48.11741211418761,0.9592544470735738,0.0054507186663974635,0.1730768078192726,37.18674924776152,0.9254083757276659,0.006537715142423456
fs_0068_1_5T.h5,jpeg,35,92.30060371334395,38.587257862091064,15.341288328170776,0.21895701776490262,49.54039970355485,0.9729792810769161,0.004468007357912017,0.142196370364169,38.89312045605152,0.9379165505434012,0.005031962673385422
fs_0068_1_5T.h5,jpeg,50,69.74457891824132,33.08090424537659,15.403362274169922,0.19920383542698045,50.31162831690404,0.9769547586096019,0.003830366501850741,0.12961068073826243,39.69805373154677,0.9329987609541261,0.004184993733833363
fs_0068_1_5T.h5,jpeg,65,51.76460837438879,32.78682470321655,15.58474349975586,0.18226323502660766,51.088709043881444,0.9802675760301013,0.0031824766237941848,0.11265889681950417,40.91561047442548,0.9452027484968111,0.0033751933218596816
fs_0068_1_5T.h5,jpeg,80,33.00648071929364,32.33790707588196,16.294872760772705,0.156226787973322,52.506031602565784,0.9863175251046006,0.002259387680591155,0.08465371044989026,43.3983471858037,0.9677615049597504,0.002174849295383924
fs_0068_1_5T.h5,jpeg2000,20,40.95583024499847,256.32609724998474,42.20793294906616,0.12271682076426581,53.95473946622661,0.9873820593051875,0.0014822814809694084,0.05833895530853317,46.63084480979226,0.941857306214122,0.0009969643788871826
fs_0068_1_5T.h5,jpeg2000,35,72.0236487054952,256.98818349838257,36.88847041130066,0.15268074631960618,52.0676731753659,0.9730772473374192,0.002758664815083616,0.09227559159556045,42.648245724764735,0.8736242868683555,0.001573600588584101
fs_0068_1_5T.h5,jpeg2000,50,102.83568878894395,260.6159076690674,34.79247426986694,0.16905012574938846,51.18857047907275,0.9638230671245667,0.0035964969255320436,0.11116895435498202,41.030309008313466,0.827171912441006,0.0021536530951013814
fs_0068_1_5T.h5,jpeg2000,65,133.19949022620997,257.51639342308044,33.50511956214905,0.18056538189864726,50.62821192555613,0.9577325574763409,0.004162750361532194,0.1237860746362236,40.09654562813895,0.7957685140820293,0.002759689320023958
fs_0068_1_5T.h5,jpeg2000,80,163.1535366762769,260.2345767021179,32.02666878700256,0.18959490488681333,50.216597307590916,0.9538828804674307,0.004575830517969127,0.13306338936970818,39.46881643518225,0.7758240893289641,0.003330631060646726
fs_0068_1_5T.h5,h264,23,43.710324301049404,263.2302083969116,172.40195560455322,0.15115176286761686,53.40308055983846,0.9762552455758783,0.002064956902657637,0.070820680896529,44.949386448055115,0.957925647110134,0.001075907356359742
fs_0068_1_5T.h5,h264,29,165.57516111571653,253.2696852684021,157.0716109275818,0.1981817012107722,50.21732847677312,0.957494407505184,0.003838109225941846,0.12518642181606113,39.99950215723607,0.8552256915476415,0.0028180914217388474
fs_0068_1_5T.h5,h264,36,1683.5696359358758,244.3117299079895,144.0648443698883,0.24285071251727094,48.26348819626506,0.9488626455331778,0.005685652682215584,0.1736585566465906,37.156723517876166,0.8190388501464546,0.005830214782194657
fs_0068_1_5T.h5,h264,42,2299.911197905892,241.3123276233673,135.43590831756592,0.2950385639673858,46.91430053286296,0.9490579305862894,0.006589252636500104,0.21137406086942706,35.45039541071112,0.8851187577495327,0.0076329681490148816
fs_0068_1_5T.h5,h264,48,2433.757417043877,242.5077669620514,134.2977283000946,0.3891725380628326,45.11347313139567,0.9350781414194762,0.007421360047039937,0.29186783908438463,32.64779831527115,0.8583355089286705,0.009810410439968109
fs_0068_1_5T.h5,h265,23,48.15535975637738,390.96181440353394,190.5328757762909,0.15147138903203672,53.02873289430296,0.9755956202137227,0.002251781479976916,0.08205106492370001,43.677507722532596,0.9339229402604041,0.0015108958975254714
fs_0068_1_5T.h5,h265,29,142.6028416307782,335.2446119785309,175.67066168785095,0.1916939517762364,50.498861266863365,0.9598836633402695,0.0036355253127153017,0.12181285133889379,40.24019489040622,0.8514464992981452,0.002842052634079735
fs_0068_1_5T.h5,h265,36,768.8933625492585,295.51424527168274,159.3737244606018,0.23797970134207438,48.49290045913385,0.9461547345310063,0.005301120680634188,0.17067876279730063,37.30857051502574,0.7638931282154926,0.005320522837437593
fs_0068_1_5T.h5,h265,42,1214.3267292472274,288.2508885860443,147.08055663108826,0.28885822145801454,46.98475487024311,0.9397768771935925,0.006411539152236949,0.21103276137218954,35.46544820612127,0.7841679120992685,0.007251736018564794
fs_0068_1_5T.h5,h265,48,1256.7196229594429,288.2153136730194,139.16445803642273,0.3703228642964798,45.24781107150557,0.9365449115385152,0.007258725559929859,0.2794974697715511,33.02418934215199,0.8378659084245756,0.00947791463755942
fs_0074_1_5T.h5,jpeg,20,156.42856686139524,25.356319427490234,9.769311428070068,0.20073187495674122,44.92112999631647,0.94372193262591,0.0064405101128140385,0.14307887404830133,35.64372086106685,0.9048642505679214,0.006176932796574475
fs_0074_1_5T.h5,jpeg,35,119.46916312617523,19.885063648223877,9.545886993408203,0.1592172543778414,46.67678128069604,0.9656932381858603,0.005348332122796112,0.11053368144234679,37.885145555462756,0.9497002572344061,0.004845358627407174
fs_0074_1_5T.h5,jpeg,50,96.23539592024136,19.63431143760681,9.453212976455688,0.1409233356086388,47.629933385123984,0.9725984429058275,0.004664579394126409,0.09800631400813922,38.93000806841934,0.9450677591457701,0.004098727449513318
fs_0074_1_5T.h5,jpeg,65,74.64835858545406,19.64832377433777,9.441943883895874,0.12701224929085564,48.491721638461996,0.9754970680203354,0.0039897380636362305,0.08581341547934726,40.08407860471491,0.946000755878917,0.003351469703933649
fs_0074_1_5T.h5,jpeg,80,48.4968516233934,19.57096266746521,9.871666193008423,0.10733420873458763,49.91042305572688,0.9820255239804586,0.0029439717573413286,0.06660864396402938,42.28462058619449,0.9601813701161167,0.0023892747336312346
fs_0074_1_5T.h5,jpeg2000,20,41.04296110468613,147.39235043525696,26.2408664226532,0.0733758740075241,52.825223889267235,0.9833884688845852,0.0017559250009284294,0.03728753739315294,47.323835272538034,0.9373812581363478,0.0008119074382672185
fs_0074_1_5T.h5,jpeg2000,35,71.93503150166981,146.3358919620514,22.57019305229187,0.0919219219269925,50.877350835075156,0.9676495699854623,0.003354746857875882,0.05655063091545582,43.70648113049959,0.8711311796255279,0.001508141704426523
fs_0074_1_5T.h5,jpeg2000,50,102.16685915654355,145.8966908454895,21.347633600234985,0.10308015117959694,49.89847459848861,0.959484739261761,0.004297095149406913,0.06769854957114839,42.14369114658289,0.8340515368863156,0.002286893201240322
fs_0074_1_5T.h5,jpeg2000,65,132.18012382660774,145.1793394088745,20.748245239257812,0.1122714691675957,49.18143389517801,0.9549752383204232,0.004901284967380309,0.07600236530321325,41.13873257553368,0.8149511008931879,0.002986366909585501
fs_0074_1_5T.h5,jpeg2000,80,161.97705229386025,145.7930076122284,20.13882088661194,0.12092364304660105,48.57157164010388,0.9522625343841419,0.0053521028082621725,0.08331797444188821,40.34048602455541,0.8073928669879311,0.003599429470405244
fs_0074_1_5T.h5,h264,23,88.44859324639832,169.64677453041077,118.91078567504883,0.10086124225138164,50.458853292186355,0.96791798817484,0.0028932598361279815,0.05440084029781817,44.047964330305135,0.9299510801047609,0.0012693118565438087
fs_0074_1_5T.h5,h264,29,571.982894324925,160.68011474609375,104.09619998931885,0.12888911922841786,48.106373814811484,0.9529620165016219,0.004697188933799315,0.08799918613427488,39.866969995331345,0.8335630119892589,0.003432673712571462
fs_0074_1_5T.h5,h264,36,1621.8557450080878,158.7764163017273,99.30179619789124,0.16738204830197745,46.0149261296144,0.9523709538387276,0.006139311936754755,0.12034425473511882,37.146990525095084,0.8786027787024515,0.0054879384605508105
fs_0074_1_5T.h5,h264,42,1849.372559276601,159.1826412677765,95.83755326271057,0.22214048644965323,43.84490915488082,0.9452065720892789,0.00730612388490672,0.16659660273893045,34.32182887562534,0.8984984023529187,0.007288809081441478
fs_0074_1_5T.h5,h264,48,1969.9016527554782,158.3222210407257,94.05316257476807,0.31736219896778656,41.022235647279615,0.9000159251062494,0.008497189278360347,0.24970903335244932,30.806380121331465,0.796109956607484,0.009254236623906252
fs_0074_1_5T.h5,h265,23,100.00373122614435,229.53334259986877,125.93554306030273,0.09889354494222424,50.53817728946083,0.9678465919187892,0.002998186508193612,0.058374955832758146,43.441195036235605,0.9047133483384785,0.0017487614235857077
fs_0074_1_5T.h5,h265,29,372.2392443084328,204.27045226097107,116.34339165687561,0.12408975106281703,48.45727811222188,0.9539821628938642,0.004404092575178335,0.08435947495753993,40.23562033134594,0.82600134088282,0.003254441348345656
fs_0074_1_5T.h5,h265,36,906.7895946142792,193.61093521118164,107.39695930480957,0.16144332505144138,46.30853786803129,0.9463584635689942,0.005903183022372381,0.11576856749741794,37.484382160922934,0.8200553070034897,0.005139394156765519
fs_0074_1_5T.h5,h265,42,991.8104588650381,194.90690088272095,105.97102880477905,0.21135119396111082,44.20657123320284,0.9412860197630543,0.007089511948850071,0.15650049611785607,34.86548206262421,0.8535237751509014,0.006923852390364597
fs_0074_1_5T.h5,h265,48,1025.169671393019,195.76793456077576,100.78498411178589,0.2910476113557519,41.65095042624669,0.9287973753890099,0.008266395458962485,0.22844071547715145,31.579871830187347,0.8680856667066875,0.008933072288831076
